-50.03322601,-45.9,-45.099
-128.8332825,-121.2,-121.37
-3.851031303,-0.86,-1.5057
-0.178381443,3.503027406,1.7129
-0.269270539,1.869024857,1.6331
-28.56860924,-25.42144678,-24.92
119.29039,126.5,125.31
47.55253983,50.1,54.984
-1.838688135,2.586042065,2.4137
-59.88655853,-54.4,-55.272
-47.47539902,-39.9,-42.856
-73.42220306,-65.1,-68.665
-101.3511047,-102,-99.044
-3.188102245,-1.223709369,-0.92544
-32.85884094,-29.5,-28.451
-57.81844711,-53.4,-53.504
-81.20084381,-75.5,-79.531
-133.2150879,-118.4,-118.3
8.086145401,12,10.966
17.21002769,24.69964946,23.559
17.49674988,25.41029318,23.825
16.03350449,23.6,22.466
15.24085617,20.8,21.73
-25.26037216,-23,-21.709
-52.53589249,-49.2152645,-48.637
-72.92931366,-69.29493308,-67.818
-50.70935822,-48.9,-47.309
-93.90856934,-90.8,-90.433
-122.1551666,-115.1,-115.9
-52.67409515,-48.22339069,-48.737
-83.2947998,-76.3,-78.485
-50.46448517,-48.2,-47.131
-73.85674286,-66.80449331,-68.568
-52.85570908,-46.6085086,-48.869
-34.00473022,-33.03696622,-31.144
-74.15816498,-66.4,-68.812
-119.5975113,-110.7871256,-113.85
-51.66534424,-45.8014659,-48.005
-73.93773651,-68.37157425,-68.633
-35.13350296,-32.46892925,-32.024
-57.78227234,-54.35946463,-53.252
-39.39912415,-36.97976418,-35.337
-32.72464371,-31,-30.145
-50.40594482,-45.31230083,-47.088
-52.80093384,-44.9,-48.829
-79.91983032,-75.7903123,-75.889
-78.74121857,-70.0111536,-74.98
-107.0174026,-107.4649458,-106.23
-33.23249817,-30.34337157,-30.542
-31.25343704,-28.32456979,-28.996
-35.19833755,-27.7,-27.208
-0.523335457,4.130019121,2.9319
5.459121227,14,11.591
-33.95744705,-31.62364563,-30.487
-66.63807678,-65.7,-64.488
-0.43976596,4.298119821,3.0038
-33.23387909,-29.97052263,-29.841
-64.98657227,-63.1222116,-63.009
0.167201161,4.6,3.5263
-33.39825439,-30.7,-29.988
47.84327316,51.5,53.993
2.862535477,7.137507967,5.8494
-22.93655205,-16.23645634,-20.619
-23.74822235,-23.99617591,-21.349
-55.90986252,-53.5484385,-52.485
-53.27402496,-53.97466539,-50.697
-58.10363388,-53.68228171,-53.968
-55.58494568,-52.58285532,-52.265
-53.42443848,-51.70809433,-50.799
-58.27138901,-53.18913321,-54.081
-56.92990112,-52.40678776,-53.175
-124.3991241,-116.0372849,-119.3
-58.17759323,-51.48024219,-54.018
-43.5813942,-43.24410453,-39.64
-56.94844437,-50.7,-53.188
-55.56377792,-51.1,-52.25
-78.52194977,-74.41045252,-73.45
-54.55463028,-52,-51.566
-45.92914581,-44.13400255,-41.342
-53.83466339,-51.35197578,-51.078
-54,-50.87715105,-51.19
-57.12609482,-50.79907584,-53.308
-55.75094986,-50.4,-52.377
-53.41654205,-50.44694073,-50.794
-43.81821823,-42.21239643,-39.812
-42.69685745,-41.1,-38.997
-63.72046661,-58.8,-54.805
-38.57055664,-35.3306246,-35.99
34.40779495,35.7,37.535
-70.71881104,-63.06644359,-67.45
-58.32239532,-49.9,-54.116
-85.35666656,-80.2860102,-81.635
-43.66960526,-41.02533461,-39.704
-32.07958603,-29.84145953,-31.229
-86.34536743,-73.9,-74.453
-43.40859604,-35.28760357,-33.825
-85.43515015,-73.3,-73.604
-82.50520325,-70.27644997,-70.866
-348.3620911,-321.3,-321.17
37.39860535,39.04397706,38.995
12.29315662,14.47578075,15.877
-25.10300255,-20.7,-21.678
-2.029825926,0.95124283,1.8517
-42.37327194,-38.67431485,-37.99
-8.164765358,-3.308636074,-3.1563
-42.10834122,-38.62571702,-37.765
-41.63317108,-39.00414277,-37.361
-41.14554596,-37.4,-36.947
-40.39438248,-37.57090504,-36.308
-6.351569176,-2.3,-1.6788
-41.72542953,-38.69104525,-37.44
-5.388361454,-0.76959847,-0.89302
-38.39761353,-34.43674315,-34.607
-5.559071064,-0.5,-1.0323
-4.082208157,0.303537285,0.17353
-2.705333948,1.881771829,1.299
-31.77966309,-24.29094965,-28.946
-57.95227814,-57.77246654,-54.678
-89.79048157,-86.74633525,-85.666
-56.09215164,-56.50334608,-53.506
-55.24459457,-56.67861695,-52.971
-56.80498505,-55.4,-53.956
-173.7221985,-185.6,-184.62
-49.13127518,-46.05640535,-44.001
-76.65235901,-71.60611855,-72.689
-88.99021912,-87.3,-85.124
-63.82114029,-54.60723391,-58.356
-90.82736206,-85.09878904,-86.367
-89.36885834,-79.6749522,-85.38
